統一編號,公司名稱,上市,500大
33688521,萬寶開發股份有限公司,0,1
33700601,偉全實業股份有限公司,1,0
33750329,美隆工業股份有限公司,1,0
33853232,志信國際股份有限公司,1,0
33955322,力鵬企業股份有限公司,1,1
33983853,山隆通運股份有限公司,1,0
34005476,超眾科技股份有限公司,1,0
34008635,新鋼工業股份有限公司,1,0
34051920,台達電子工業股份有限公司,1,1
34106066,宏亞食品股份有限公司,1,0
34149369,潤隆建設股份有限公司,1,0
34168978,華興電子工業股份有限公司,1,0
34202841,榮成紙業股份有限公司,1,1
34211074,樂士股份有限公司,1,0
34230543,智寶電子股份有限公司,1,0
34245356,毛寶股份有限公司,1,0
34284955,台一國際股份有限公司,1,0
34342717,皇昌營造股份有限公司,1,0
34348590,冠西電子企業股份有限公司,1,0
34412092,云辰電子開發股份有限公司,1,0
34452164,佰鴻工業股份有限公司,1,0
34516147,億光電子工業股份有限公司,1,1
34995738,艾美特(開曼)國際有限公司,1,0
35012903,大西洋飲料股份有限公司,1,0
35082604,中興紡織廠股份有限公司,0,1
35129100,江申工業股份有限公司,1,0
35267807,保力達股份有限公司,0,1
35286207,南洋染整股份有限公司,1,0
35319185,高力熱處理工業股份有限公司,1,0
35383165,華孚科技股份有限公司,1,0
35412204,華新麗華股份有限公司,1,1
35424073,新日興股份有限公司,1,0
35433242,新海瓦斯股份有限公司,1,0
35535607,勤益投資控股股份有限公司,1,0
35568331,聯昌電子企業股份有限公司,1,0
35836625,新光鋼鐵股份有限公司,1,0
35866232,一詮精密工業股份有限公司,1,0
35882520,中華電線電纜股份有限公司,1,0
35884479,儒鴻企業股份有限公司,1,0
35894259,炎洲股份有限公司,1,1
35966577,信錦企業股份有限公司,1,0
36011776,新至陞科技股份有限公司,1,0
36084833,競國實業股份有限公司,1,0
36123364,昶和纖維興業股份有限公司,1,0
36514783,台灣卜蜂企業股份有限公司,1,0
36552651,亞東證券股份有限公司,0,1
36986397,金麗集團控股有限公司,1,0
37722768,勝悅新材料有限公司,1,0
37750975,東科控股股份有限公司,1,0
37759808,鮮活控股股份有限公司,1,0
38019280,立德電子股份有限公司,1,0
38033305,台硝股份有限公司,1,0
38430938,連宇股份有限公司,1,0
38488868,麗豐股份有限公司,1,0
38490560,綠悅控股有限公司,1,0
38582821,開曼商豐祥控股股份有限公司,1,0
38649225,訊芯科技控股股份有限公司,1,0
38773146,六暉控股股份有限公司,1,0
39014517,中國貨櫃運輸股份有限公司,1,0
39054405,李長榮化學工業股份有限公司,1,1
39682101,開曼美食達人股份有限公司,1,0
39737838,鈺齊國際股份有限公司,1,0
40601248,幸福水泥股份有限公司,1,0
41048746,永冠能源科技集團有限公司,1,0
41130077,君耀控股股份有限公司,1,0
41134952,英瑞國際股份有限公司,1,0
41173259,經寶精密控股股份有限公司,1,0
41181265,光麗光電科技股份有限公司,1,0
41420316,GIS Holding Limited,1,0
42042734,杏輝藥品工業股份有限公司,1,0
42299452,百達精密工業股份有限公司,1,0
42323896,永新控股股份有限公司,1,0
42328858,濟南大自然新材料股份有限公司,1,0
42403407,力達控股有限公司,1,0
42596018,旭思投資股份有限公司,0,1
42821330,台灣美光半導體股份有限公司,0,1
42856999,鑒機資產管理股份有限公司,0,1
43121481,宏益纖維工業股份有限公司,1,0
43125162,宏泰電工股份有限公司,1,0
43238308,上緯國際投資控股股份有限公司,1,0
43295237,集盛實業股份有限公司,1,1
43434316,廣豐實業股份有限公司,1,0
43633504,志聯工業股份有限公司,1,0
43778070,中國航運股份有限公司,1,0
43816068,敬鵬工業股份有限公司,1,0
43876760,根基營造股份有限公司,1,0
43938484,大量科技股份有限公司,1,0
43943825,艾普思隆股份有限公司,0,1
44680700,美亞鋼管廠股份有限公司,1,0
44721408,泰豐輪胎股份有限公司,1,1
44913118,錩新科技股份有限公司,1,0
44947686,正峰新能源股份有限公司,1,0
44955117,憶聲電子股份有限公司,1,0
46298200,建國工程股份有限公司,1,0
46479103,渣打國際商業銀行股份有限公司,0,1
47006693,奇力新電子股份有限公司,1,0
47056834,中國製釉股份有限公司,1,0
47061800,展宇科技材料股份有限公司,1,0
47067419,裕民航運股份有限公司,1,1
47217677,聯華電子股份有限公司,1,1
47224065,東訊股份有限公司,1,1
47226140,全友電腦股份有限公司,1,0
47238650,中美矽晶製品股份有限公司,0,1
47250470,譁裕實業股份有限公司,1,0
47255708,神達電腦股份有限公司,0,1
47255762,台揚科技股份有限公司,1,0
47255947,光磊科技股份有限公司,1,1
47296834,必翔實業股份有限公司,1,0
47423487,開曼英利工業股份有限公司,1,0
47423851,佐登妮絲集團股份有限公司,1,0
47442040,波力環球企業股份有限公司,1,0
47848647,吉源控股股份有限公司,1,0
49701774,冠軍建材股份有限公司,1,1
49744324,如興股份有限公司,1,0
49791260,捷敏股份有限公司,1,0
50640945,美吉吉國際股份有限公司,1,0
50684485,威宏控股股份有限公司,1,0
51015548,嘉里大榮物流股份有限公司,1,1
51037304,大東紡織股份有限公司,1,0
51059101,達新工業股份有限公司,1,0
51156878,泰昇國際(控股)有限公司,1,0
51704734,鑫永銓股份有限公司,1,0
51811609,彰化商業銀行股份有限公司,1,1
51816908,台中商業銀行股份有限公司,1,1
51911712,興農股份有限公司,1,0
52242444,台灣自來水股份有限公司,0,1
52264848,和大工業股份有限公司,1,0
52347361,喬山健康科技股份有限公司,1,0
52353530,程泰機械股份有限公司,1,0
52358985,立隆電子工業股份有限公司,1,0
52367648,長億實業股份有限公司,0,1
52375605,美律實業股份有限公司,1,0
52541175,雷虎科技股份有限公司,1,0
52590175,拓凱實業股份有限公司,1,0
52646207,巨庭機械股份有限公司,1,0
52753108,百容電子股份有限公司,1,0
52806560,宏總建設股份有限公司,0,1
52878846,環隆科技股份有限公司,1,0
52903090,喬福機械工業股份有限公司,1,0
53002013,桃園國際機場股份有限公司,0,1
53004906,永信國際投資控股股份有限公司,1,0
53007410,科納光通股份有限公司,1,0
53013068,大洋百貨集團控股股份有限公司,1,0
53013264,百和興業股份有限公司(開曼),1,0
53013905,基勝（開曼）控股股份有限公司,1,0
53017509,星展(台灣)商業銀行股份有限公司,0,1
53021433,合作金庫金融控股股份有限公司,1,1
53021481,合作金庫證券股份有限公司,0,1
53026486,臺灣港務股份有限公司,0,1
53090297,頂率開發股份有限公司,0,1
53100892,寶德能源科技股份有限公司,0,1
53111933,潤成投資控股股份有限公司,0,1
53323205,環能海運股份有限公司,0,1
53503847,愛普科技股份有限公司,1,0
53658813,澳盛(台灣)商業銀行股份有限公司,0,1
53663724,鑽石生技投資股份有限公司,0,1
53666460,亞德客國際集團,1,0
53677966,神達投資控股股份有限公司,1,1
54023418,雲品國際酒店股份有限公司,1,0
54327209,台塑資源股份有限公司,0,1
54368658,日煙國際製造股份有限公司,0,1
54381224,淘帝國際控股有限公司,1,0
54382785,達勝創業投資股份有限公司,0,1
54384828,泰鼎國際股份有限公司,1,0
54395965,康友製藥控股有限公司,1,0
54762841,相達材料股份有限公司,0,1
55389357,豐興鋼鐵股份有限公司,1,1
55625676,菱生精密工業股份有限公司,1,0
55738290,三晃股份有限公司,1,0
55754185,伸興工業股份有限公司,1,0
55759180,力山工業股份有限公司,1,0
55921894,亞洲光學股份有限公司,1,0
55991080,矽品精密工業股份有限公司,1,1
56054251,巨大機械工業股份有限公司,1,0
56192402,福壽實業股份有限公司,1,0
56625344,上福全球科技股份有限公司,1,0
56654500,今國光學工業股份有限公司,1,0
58003997,弘裕企業股份有限公司,1,0
58176511,宏全國際股份有限公司,1,0
58506816,順德工業股份有限公司,1,0
58650902,臺灣化學纖維股份有限公司,1,1
58711014,寶成工業股份有限公司,1,1
59008318,利奇機械工業股份有限公司,1,0
59052361,美利達工業股份有限公司,1,0
59068700,允強實業股份有限公司,1,0
59198197,慶豐富實業股份有限公司,1,0
59276051,健和興端子股份有限公司,1,0
59334664,怡利電子工業股份有限公司,1,0
59347422,帝寶工業股份有限公司,1,0
59353423,橋椿金屬股份有限公司,1,0
59504506,正新橡膠工業股份有限公司,1,1
59619900,建大工業股份有限公司,1,1
59661701,泰山企業股份有限公司,1,0
59760104,華豐橡膠工業股份有限公司,1,0
60330130,彰源企業股份有限公司,1,0
61904541,茂順密封元件科技股份有限公司,1,0
63400932,豐泰企業股份有限公司,1,1
64829434,大山電線電纜股份有限公司,1,0
65534366,愛之味股份有限公司,1,1
66394146,潤弘精密工程事業股份有限公司,1,0
66654986,倉佑實業股份有限公司,1,0
68035907,大亞電線電纜股份有限公司,1,1
68040606,三星科技股份有限公司,1,0
68192103,永裕塑膠工業股份有限公司,1,0
68193807,正道工業股份有限公司,1,0
68326665,東陽實業廠股份有限公司,1,1
68387705,奇美實業股份有限公司,0,1
68889236,漢平電子工業股份有限公司,1,0
68919301,臺南紡織股份有限公司,1,1
68919702,台南企業股份有限公司,1,0
68921101,京城商業銀行股份有限公司,1,1
69439272,秋雨創新股份有限公司,1,0
69559487,南緯實業股份有限公司,1,0
69568009,燦坤實業股份有限公司,1,0
69577160,偉訓科技股份有限公司,1,0
69771636,威致鋼鐵工業股份有限公司,1,0
69905810,可成科技股份有限公司,1,1
70005915,千興不銹鋼(股)公司,1,0
70377128,太平洋流通投資股份有限公司,0,1
70380046,樺漢科技股份有限公司,1,0
70471881,寒舍餐旅管理顧問股份有限公司,1,0
70555349,中天生物科技股份有限公司,0,1
70567886,台灣新思科技股份有限公司,0,1
70624227,台灣宅配通股份有限公司,1,0
70634323,榮創能源科技股份有限公司,1,0
70703897,晶睿通訊股份有限公司,1,0
70716371,全智科技股份有限公司,1,0
70720798,晶彩科技股份有限公司,1,0
70734477,誠創科技股份有限公司,1,0
70745361,王道商業銀行股份有限公司,0,1
70747852,華冠通訊股份有限公司,1,1
70750217,和鑫光電股份有限公司,1,1
70751779,欣銓科技股份有限公司,0,1
70757366,遠通投資股份有限公司,0,1
70769567,台灣之星電信股份有限公司,0,1
70771579,亞太電信股份有限公司,1,1
70772036,英華達股份有限公司,0,1
70774626,新世紀資通股份有限公司,0,1
70776899,達邁科技股份有限公司,1,0
70783499,森霸電力股份有限公司,0,1
70785139,景碩科技股份有限公司,1,1
70789634,保德信國際人壽保險股份有限公司,0,1
70796305,玉山金融控股股份有限公司,1,1
70796749,元大金融控股股份有限公司,1,1
70796754,兆豐金融控股股份有限公司,1,1
70796826,日盛金融控股股份有限公司,0,1
70799128,合作金庫商業銀行股份有限公司,0,1
70801378,志超科技股份有限公司,1,0
70801588,誠研科技股份有限公司,1,0
70808864,台灣金聯資產管理股份有限公司,0,1
70817744,全球人壽保險股份有限公司,0,1
70826764,華南金融控股股份有限公司,1,1
70827383,中華開發金融控股股份有限公司,1,1
70827406,國泰金融控股股份有限公司,1,1
70848177,住華科技股份有限公司,0,1
70848492,佳凌科技股份有限公司,1,0
71122503,生達化學製藥股份有限公司,1,0
72055019,佳和實業股份有限公司,1,0
72058206,太子建設開發股份有限公司,1,1
72065240,官田鋼鐵股份有限公司,1,0
72065570,東雲股份有限公司,0,1
72072615,佳大世界股份有限公司,1,0
73008303,大成長城企業股份有限公司,1,1
73141105,東和紡織股份有限公司,1,0
73209786,桂宏企業股份有限公司,0,1
73251209,統一企業股份有限公司,1,1
73252657,統一實業股份有限公司,1,1
73341336,榮星電線工業股份有限公司,1,0
73641170,宏和精密紡織股份有限公司,1,0
73654033,上曜建設開發股份有限公司,1,0
73686632,得力實業股份有限公司,1,0
73710056,亞弘電科技股份有限公司,1,0
73735839,伊頓飛瑞慕品股份有限公司,0,1
74231126,康那香企業股份有限公司,1,0
75094900,中華工程股份有限公司,1,1
75137605,永記造漆工業股份有限公司,1,0
75195800,光陽工業股份有限公司,0,1
75280209,東和鋼鐵企業股份有限公司,1,1
75339004,長興材料工業股份有限公司,1,1
75370905,南亞塑膠工業股份有限公司,1,1
75466009,高興昌鋼鐵股份有限公司,1,0
75470524,海光企業股份有限公司,1,0
75514419,華立企業股份有限公司,1,0
75560601,華園飯店股份有限公司,1,0
75706009,台灣福興工業股份有限公司,1,0
75708007,臺灣塑膠工業股份有限公司,1,1
75947936,燁輝企業股份有限公司,1,1
75970680,勝一化工股份有限公司,1,0
75975242,國精化學股份有限公司,1,0
75989858,南六企業股份有限公司,1,0
75992214,燁興企業股份有限公司,1,1
76025826,易華電子股份有限公司,1,0
76026851,楠梓電子股份有限公司,1,0
76027628,日月光半導體製造股份有限公司,1,1
79460007,華榮電線電纜股份有限公司,1,1
79837539,盛餘股份有限公司,1,0
79841479,聚亨企業股份有限公司,1,1
79854797,高雄銀行股份有限公司,1,1
79875202,泰銘實業股份有限公司,1,0
79882718,欣高石油氣股份有限公司,1,0
79883646,倫飛電腦實業股份有限公司,1,0
80021533,中國信託資產管理股份有限公司,0,1
80027874,台北港貨櫃碼頭股份有限公司,0,1
80031413,遠東資源開發股份有限公司,0,1
80032530,裕隆日產汽車股份有限公司,1,0
80170651,三福化工股份有限公司,1,0
80173221,凱擘股份有限公司,0,1
80190782,"TPK Holding Co., Ltd.",1,0
80254357,通嘉科技股份有限公司,1,0
80260061,洋華光電股份有限公司,1,0
80272361,維熹科技股份有限公司,1,0
80310225,華廣生技股份有限公司,1,0
80328055,台新金融控股股份有限公司,1,1
80328219,新光金融控股股份有限公司,1,1
80328870,中華開發創業投資股份有限公司,0,1
80329815,元大人壽保險股份有限公司,0,1
80330257,國票金融控股股份有限公司,1,1
80333183,永豐金融控股股份有限公司,1,1
80333613,華擎科技股份有限公司,1,0
80333992,中國信託金融控股股份有限公司,1,1
80342922,旭達投資股份有限公司,0,1
80351999,第一金融控股股份有限公司,1,1
80353271,台灣美光晶圓科技股份有限公司,0,1
80511709,阿瘦實業股份有限公司,1,0
80617029,力銘科技股份有限公司,1,0
80661880,立積電子股份有限公司,1,0
80688184,祥碩科技股份有限公司,1,0
80698388,尊爵投資股份有限公司,0,1
80741441,凌通科技股份有限公司,1,0
81069921,精成科技股份有限公司,1,1
81157852,寶成建設股份有限公司,0,1
81271967,皇普建設股份有限公司,1,0
81448796,建準電機工業股份有限公司,1,0
82001528,第一伸銅科技股份有限公司,1,0
83078600,東南水泥股份有限公司,1,1
83387850,三芳化學工業股份有限公司,1,0
83639504,興勤電子工業股份有限公司,1,0
84116878,日電貿股份有限公司,1,0
84141187,昇陽建設企業股份有限公司,1,0
84149054,揚智科技股份有限公司,1,0
84149060,智原科技股份有限公司,1,0
84149224,義隆電子股份有限公司,1,1
84149300,中德電子材料股份有限公司,0,1
84149358,世界先進積體電路股份有限公司,0,1
84149385,力晶科技股份有限公司,0,1
84149717,聯陽半導體股份有限公司,1,0
84149723,致新科技股份有限公司,1,0
84149738,友達光電股份有限公司,1,1
84149759,聯傑國際股份有限公司,1,0
84149786,晶元光電股份有限公司,1,1
84149955,聯詠科技股份有限公司,1,1
84149961,聯發科技股份有限公司,1,1
84166074,普安科技股份有限公司,1,0
84188062,虹堡科技股份有限公司,1,0
84218848,敦陽科技股份有限公司,1,0
84239055,全漢企業股份有限公司,1,0
84252401,中宇環保工程股份有限公司,1,0
84252697,榮剛材料科技股份有限公司,0,1
84256265,好樂迪股份有限公司,1,0
84274833,鴻名企業股份有限公司,1,0
84307546,幸福人壽保險股份有限公司,0,1
84412694,東貝光電科技股份有限公司,1,0
84433564,建通精密工業股份有限公司,1,0
84435578,新天地國際實業股份有限公司,1,0
84443471,三商美邦人壽保險股份有限公司,1,1
84446202,朝陽人壽保險股份有限公司,0,1
84448481,義大開發股份有限公司,0,1
84466749,三發地產股份有限公司(原:金革),1,0
84498860,文曄科技股份有限公司,1,1
84598349,一零四資訊科技股份有限公司,1,0
84613756,中龍鋼鐵股份有限公司,0,1
84630426,王品餐飲股份有限公司,1,0
84703052,遠雄人壽保險事業股份有限公司,0,1
84709324,翔韋投資股份有限公司,0,1
84785413,鈺德科技股份有限公司,1,0
84894313,宏泰人壽保險股份有限公司,0,1
84894989,台北大眾捷運股份有限公司,0,1
84896678,力秋股份有限公司,0,1
84899128,亞太投資股份有限公司,0,1
84929896,瑞軒科技股份有限公司,1,1
85066002,永豐餘投資控股股份有限公司,1,1
85330636,瑞利企業股份有限公司,1,0
85617982,興泰實業股份有限公司,1,0
85800192,中國鋼鐵結構股份有限公司,1,0
85898033,隆大營建事業股份有限公司,1,0
86011033,博達科技股份有限公司,0,1
86027892,全科科技股份有限公司,1,0
86070530,清惠光電股份有限公司,1,0
86119908,中聯資源股份有限公司,1,0
86120031,信昌化學工業股份有限公司,1,0
86120709,慶眾汽車工業股份有限公司,0,1
86121030,遠雄自貿港投資控股股份有限公司,1,0
86143822,立萬利創新股份有限公司,1,0
86244265,精元電腦股份有限公司,1,0
86320262,宣昶股份有限公司,1,0
86379024,皇翔建設股份有限公司,1,0
86379707,健鼎科技股份有限公司,1,1
86380802,聯邦商業銀行股份有限公司,1,1
86427715,奇鋐科技股份有限公司,1,0
86517096,遠東國際商業銀行股份有限公司,1,1
86517315,元大商業銀行股份有限公司,0,1
86517321,凱基商業銀行股份有限公司,0,1
86517384,永豐商業銀行股份有限公司,0,1
86517510,玉山商業銀行股份有限公司,0,1
86519539,台新國際商業銀行股份有限公司,0,1
86521079,大眾商業銀行股份有限公司,0,1
86521351,台光電子材料股份有限公司,1,0
86521704,日盛國際商業銀行股份有限公司,0,1
86522210,台塑石化股份有限公司,1,1
86616791,富爾特科技股份有限公司,1,0
86664884,悠克國際股份有限公司,1,0
86685142,台灣汽電共生股份有限公司,1,1
86690573,中磊電子股份有限公司,1,0
86690644,力麒建設股份有限公司,0,1
86701804,佳必琪國際股份有限公司,1,0
86735240,矽創電子股份有限公司,1,0
86754604,日觀實業股份有限公司,0,1
86870786,威盛電子股份有限公司,1,1
86871981,潤泰精密材料股份有限公司,1,0
86928561,安泰商業銀行股份有限公司,1,1
86980046,嘉聯益科技股份有限公司,1,0
88120872,東台精機股份有限公司,1,0
88187108,春雨工廠股份有限公司,1,0
89004161,華泰電子股份有限公司,1,1
89261652,全台晶像股份有限公司,1,0
89283591,安聯人壽保險股份有限公司,0,1
89358419,宏齊科技股份有限公司,1,0
89380545,吉祥全球實業股份有限公司,1,0
89390656,南亞科技股份有限公司,1,1
89391748,大中票券金融股份有限公司,0,1
89396292,台灣票券金融股份有限公司,0,1
89397503,臺鹽實業股份有限公司,1,0
89398334,萬通票券金融股份有限公司,0,1
89400818,昇恒昌股份有限公司,0,1
89406518,台塑勝高科技股份有限公司,1,1
89434676,夏都國際開發股份有限公司,1,0
89487188,尚志半導體股份有限公司,1,0
89549446,友旺科技股份有限公司,1,0
89549585,百一電子股份有限公司,1,0
89593343,凌華科技股份有限公司,1,0
89613636,弘憶國際股份有限公司,1,0
89620361,廣越企業股份有限公司,1,0
89639615,慧友電子股份有限公司,1,0
89732154,柏騰科技股份有限公司,1,0
89827686,淳安電子股份有限公司,1,0
89858152,泰碩電子股份有限公司,1,0
89922041,日友環保科技股份有限公司,1,0
94025264,中華紙漿股份有限公司,1,1
96867183,月眉國際開發股份有限公司,0,1
96912835,尖點科技股份有限公司,1,0
96922622,台耀化學股份有限公司,1,0
96924451,同開科技工程股份有限公司,1,0
96930209,融程電訊股份有限公司,1,0
96933037,長生電力股份有限公司,0,1
96971313,中鋼鋁業股份有限公司,0,1
96972798,好市多股份有限公司,0,1
96973086,中鋼運通股份有限公司,0,1
96974228,大豐有線電視股份有限公司,1,0
96975508,中盈投資開發股份有限公司,0,1
96975970,麥寮汽電股份有限公司,0,1
96976990,嘉惠電力股份有限公司,0,1
96978370,統正開發股份有限公司,0,1
96979933,中華電信股份有限公司,1,1
97049373,正達國際光電股份有限公司,1,0
97063584,松翰科技股份有限公司,1,0
97092770,陞泰科技股份有限公司,1,0
97099302,益登科技股份有限公司,1,0
97119975,光紅建聖股份有限公司,1,0
97160544,漢翔航空工業股份有限公司,1,1
97160609,元大證券股份有限公司,0,1
97162640,關貿網路股份有限公司,1,0
97164611,鴻揚創業投資股份有限公司,0,1
97165506,新利虹科技股份有限公司,1,0
97170472,全新光電科技股份有限公司,1,0
97170634,京華城股份有限公司,0,1
97172648,臺灣新光商業銀行股份有限公司,0,1
97176270,台灣大哥大股份有限公司,1,1
97176790,大台中數位有線電視股份有限公司,0,1
97178376,國碩科技工業股份有限公司,1,0
97179403,聯茂電子股份有限公司,1,0
97179430,遠傳電信股份有限公司,1,1
97211972,佳龍科技工程股份有限公司,1,0
97257738,宏致電子股份有限公司,1,0
97306457,建碁股份有限公司,1,0
97307625,華晶科技股份有限公司,1,0
97311466,精誠資訊股份有限公司,1,0
97331723,啟碁科技股份有限公司,1,0
97444368,宇瞻科技股份有限公司,1,0
97445303,威強電工業電腦股份有限公司,1,0
97474067,碩天科技股份有限公司,1,0
